,name,username,tweetid,time,tweets,fanboy
917,Zayantegirl,ZeenieStorm,750011257885855746,7/4/2016 4:59:53 PM,"RT @FiveRights: This Muslim  "" refugee ""  just murdered 44 people in Turkey. Meanwhile O & HRC fight like hell to import more to USA. https://t…",0
918,FollowBack World,INSubcontinent,752519339442515969,7/11/2016 3:06:06 PM,Afghanistan: 31 Daesh Killed in Nangarhar Operation: Nearly 31 http://filter.reviewcomparepurchase.com/index.php/all/item/79430-best-tv-in-india pic.twitter.com/jRgk7xDWfd http://fb.me/50i7a5eRy,0
919,Alvaro Jimenez,alvaroajimenez,750027569592958976,7/4/2016 6:04:42 PM,"RT @ordurebizarre69: Cuando tu profesor de isis dice:  "" Niños, vamos a salir a la calle, pero sin hacer explotar a alguien ""  :v https://t.co/…",0
920,BearDevil,GotdamBear,752609989261484032,7/11/2016 9:06:18 PM,RT @MsEntropy: #AllLivesDidntMatter when the GOP shamelessly uses racist fear-mongering to win political power (meaning: right now) https:/…,0
921,Sputtaniamotutti,Sputtaniamotutt,752533057794510848,7/11/2016 4:00:37 PM,ISIS PUNISCE I DISERTORI BOLLENDOLI VIVI http://ow.ly/2zvr30287aU http://fb.me/2NkoMKzuL,0
922,Arran #OS,Im_Crossbow,752434988272975872,7/11/2016 9:30:55 AM,@starburst_danni theyre a group fighting ISIS at its heart why tf wouldnt you want to kill the scum that they are?,0
923,Talisma_GTAV,Talisma__,750034938217529344,7/4/2016 6:33:58 PM,RT @LeBledArt1: Daesh qui revendique les attentats en Arabie-Saoudite : il vous faut d'autres preuves pour vous dire que ces cons ne sont p…,0
924,J.L,JL02048628,752558814872735744,7/11/2016 5:42:57 PM,RT @ACTforAmerica: These maps are shocking. http://www.cnn.com/2015/12/17/world/mapping-isis-attacks-around-the-world/index.html ,0
925,Iniustitivora™,YLlDl,750030308741832704,7/4/2016 6:15:35 PM,RT @Herrreza: Masih ada aja yg bela ISIS. Bilang kecelakaan. Ini media resmi Saudi dah release death toll suicide bomber.  https://t.co/XNg…,0
926,Calum xx,_dylaaaa,750087212713119744,7/4/2016 10:01:42 PM,RT @Photogenat_: ISIS are bombing Muslims in Muslim countries during the holy month of Ramadan.  How can you say that ISIS represent Islam…,0
927,h..seyin,houseyin,750017076249686016,7/4/2016 5:23:00 PM,@RanaHarbi I think suudi is Arab regime and anti-shi'ism. Ohh noo ISIL also killed sunni people in mosque in suudi?  https://twitter.com/ranaharbi/status/749605543824781312,0
928,Donald Ipsum,DonaldIpsum,752566890569015296,7/11/2016 6:15:03 PM,"Guardia Airport, it 's like we're in a trade deal. They always keep our equipment. ISIS than Donald Trump.",0
929,Derrick 2016,FeelTheDerrick,752611001481236480,7/11/2016 9:10:20 PM,RT @thinkprogress: Missouri Muslims fear for their safety after politician sells fake ‘ISIS hunting permits’ http://thinkprogress.org/politics/2016/07/05/3795460/missouri-isis-hunting-permit/ https:…,0
930,hello,journeyheart,749924976346722304,7/4/2016 11:17:01 AM,@AlArabiya_Eng The acts of terrorism commited by members of ISIS or inspired by them r also the responsability of their sponsors,0
931,Pat,Pat6H,752536489578364928,7/11/2016 4:14:15 PM,@BenBo72 aren't you supposed to be killing Isis. Put my taxes to good use and go kill something,0
932,լենա,BLenaaaa,752462160035446785,7/11/2016 11:18:53 AM,RT @wwwjaayb: C'est sur daesh il s'est dit la défaite suffira,0
933,ممدوح العركي الشمري,MamdohR,750119413404274688,7/5/2016 12:09:39 AM,"RT @Abunass3r: The Prophet 's Mosque in Medina., #Saudi Arabia. Normal life is unaffected, bombing be damned. You won't win, #ISIS . https:/…",0
934,Khilafah_kids,k_kid04,11599,4/8/2016 14:30,#ولاية_صلاح_الدين احراق اربع ثكنات للروافض علي طريق #حديثة #بيجي #هديه_المتجر_الرياضي #سوره_الكهف #تكريت #ويكند_STC https://twitter.com/account/suspended ,1
935,Ghada Al-Muhanna,GAbalkhail,749897634123485185,7/4/2016 9:28:23 AM,"RT @jaynehuckerby: A sad indictment of times that UAE tells citizens to  "" not wear formal dress while travelling, especially in public ""  http…",0
936,Chamath De Silva,ChamDesilva,752514479074709504,7/11/2016 2:46:47 PM,RT @josephwillits: This world. This American fighting ISIS near Mosul with Kurdish militias also caught his first Pokemon there. https://t.…,0
937,abutariq altanzaniun,abutariq041,12325,4/13/2016 10:26,F0llow &Support >ukhty>@AnakSabil_ ,1
938,Kerliv56700,CHPABIC,749985148553273344,7/4/2016 3:16:08 PM,"RT @info_Rojava: Pour donner un coup de main à Daesh; les forces du régime syrien attaquent également les kurdes à Hassaké, ils pensent pro…",0
939,Goldfish,space9001,752590743877906432,7/11/2016 7:49:50 PM,"RT @Gizmodo: We might be winning the war against ISIS, at least on social media http://gizmodo.com/we-might-be-winning-the-war-against-isis-at-least-on-s-1783437468 pic.twitter.com/WtNVo1l0jS",0
940,Khonika Gope,khonika_gope,752681630532145152,7/12/2016 1:50:59 AM,"RT @ndtv: Arrested ISIS suspects tech-savvy, used secure encryption email: NIA http://www.ndtv.com/india-news/arrested-isis-suspects-tech-savvy-used-secure-encryption-email-nia-1430316 pic.twitter.com/cqSbbbgeFn",0
941,Nawaf Alsulami,iNawaf84,750138482606108673,7/5/2016 1:25:25 AM,RT @emudeer: Do not be fooled by Zionist controlled media. STOP calling ISIS Islamic. Learn from Prophet Muhammad https://m.youtube.com/watch?feature=youtu.be&v=jfOBn4SNAzk&a= #…,0
942,Go TRUMP!!,ngbehht,752448264734117889,7/11/2016 10:23:40 AM,"RT @LindaSuhler:  "" ISIS threatens us today because of the decisions Hillary Clinton has made.  ""  Donald J. Trump #Trump2016 #ImWithYou https…",0
943,Mary,Mary3Cs,750013306975297536,7/4/2016 5:08:01 PM,ISIS Uses Ramadan as Calling for New Terrorist Attacks http://www.nytimes.com/2016/07/04/world/middleeast/ramadan-isis-baghdad-attacks.html ,0
944,Maghrebi,MaghrebiWM,11509,4/8/2016 9:01,"RT @Oded121351: #Egypt-#ISIS claim killing 18 soldiers,destroying vehicles in several attacks in al-Arish,Sheikh Zuweid,North #Sinai https:… ",1
945,Paul Specque,pauldu26240,752585256264491008,7/11/2016 7:28:02 PM,Daesh revendique l'attaque des papillons a l'#Euro2016Final #PORFRA pic.twitter.com/jYSofAxX2y,0
946,General,ismailmahsud,1557,1/25/2016 18:41,Hey @BarackObama and @realDonaldTrump plz turn to true christianity at least! B a christian at least not a corporate https://twitter.com/account/suspended ,1
947,Mustafa Al Iraqi,moustiklash,6495,3/2/2016 21:00,Targeting apostate kurds with a barrage of Mortar rounds of 82mm in the village Huraytiyyah east of Ayn Issa https://twitter.com/account/suspended ,1
948,Hamza,hamzadawud,750140066861752321,7/5/2016 1:31:43 AM,"Traditional Islam teaches that the Prophet ﷺ has a life in the grave, so when ISIS bombs al-Masjid an-Nabawi, they're trying to bomb him ﷺ.",0
949,K I M ı|ı,KimKudun,752504675945975808,7/11/2016 2:07:50 PM,Bukan ISIS #malaysiamasihaman @ Laser Tag Wangsa Walk https://www.instagram.com/p/BHuVXqQhdsS/,0
950,Millie,MillieSansoye,750086114334113792,7/4/2016 9:57:20 PM,RT @Pkakooza: So Islamic state targeting Muslims 2. Islamophobes still think it 's all Muslims 2 blame?? Terrorists r just HORRIBLE people! …,0
951,Magdalena,magadejim,749964098344026113,7/4/2016 1:52:29 PM,RT @CABLENOTICIAS: Al menos 825 muertos en 35 días de ofensiva contra el ISIS en Siria http://www.cablenoticias.tv/vernoticia.asp pic.twitter.com/CLiIfNQZOn,0
952,eulxd,gmariam935,750114353060478976,7/4/2016 11:49:32 PM,RT @WagiheElhalouat: URGENT ATTENTAT SUICIDE A LA MOSQUE du PROPHÈTE a MÉDINE  QuAllah réduise à néant Daesh et fasse miséricorde au mort h…,0
953,Rawr-Madhan,AizatSays,750028396399255552,7/4/2016 6:07:59 PM,RT @f4izalhassan: Explosion in Saudi Arabia during iftar. Witnesses said a suicide bomber blew himself up inside the car. Another DAESH plo…,0
954,Anthony DeVito,AnthonyDeVito,750114960190140416,7/4/2016 11:51:57 PM,1980s Brooklyn had enough fireworks to defeat ISIS.,0
955,ambr,Erbmabsl,752621725473501184,7/11/2016 9:52:57 PM,"RT @oloooooookS: J'reçois des appels de daesh on m'demande  ""  c'est quoi vos méthodes ?, divin et infranchissable sont nos codes #goulagteam",0
956,Beth Smith,beleagueredst,749936028916473857,7/4/2016 12:00:57 PM,"“ . kids from very affluent families with no material want can still be turned to this kind of ideology ""  #ISIS http://www.nytimes.com/2016/07/04/world/asia/bangladesh-dhaka-terrorism.html",0
957,Rookmannetje.com©,rookmannetje,752596911148990464,7/11/2016 8:14:20 PM,#nosjournaal #isis #wtf #bvd   Dus er zijn mogelijke terroristen met de vluchtelingenstroom zijn meegekomen.   ECHT WAAR? WAT N NIEUWTJE!,0
958,War BreakingNews,warrnews,13909,4/23/2016 12:48,Fallujah in one Pic #Anbar. https://www.facebook.com/unsupportedbrowser ,1
959,Harri Baskoro A.,HBaskoroA,750141350654332928,7/5/2016 1:36:49 AM,RT @Takviri: ISIS sudah klaim sebagai pembom di Madinah. pic.twitter.com/rAhp2PKVqz,0
960,Lexsis Baxter,LexsiBaxter,752634441437155329,7/11/2016 10:43:28 PM,@MayTheGusBWithU you spoke specifically on BLM being a terrorist group and no better than ISIS if I'm correct. So your speaking for the,0
961,Kate Bradbury,Kate_Bradbury,750030592268435456,7/4/2016 6:16:42 PM,RT @LucyCorrander: The worst Isis attack in weeks is the one the world probably cares least about http://www.independent.co.uk/news/world/middle-east/isis-most-deadly-attack-weeks-one-world-probably-cares-about-least-a7118211.html,0
962,Asim Abu Merjem,AsimAbuMerjem,1099,1/13/2016 6:04,"@leithfadel Leith, you bastard of ibn Sebe', filthy kafir, you don't know about history, nor about islam, even less about progress ",1
963,Queer 'n' Such,isshegay,749997076482707456,7/4/2016 4:03:31 PM,RT @vicenews: Iraqis held vigils Sunday to mourn the more than 110 people killed in Saturday 's attacks: https://news.vice.com/article/nearly-95-killed-in-overnight-baghdad-bombings-claimed-by-islamic-state https://t.c…,0
964,Guerrera 21,machadomerlin,752593976843132928,7/11/2016 8:02:41 PM,RT @ImmigrationPost: #Immigrant Soldier Given US Citizenship Charged with Aiding Islamic State http://ow.ly/GBvS3023cQv Try IP https://t.co/…,0
965,Franky Lamouche,FrankyLamouche,749969858381516800,7/4/2016 2:15:22 PM,"shock and awe 1 in bagdad brought to you by cheney/bush/blair, shock and awe 2 brought to you by their avenging isis.",0
966,General,ismailmahsud,3599,2/8/2016 18:14,"@NusantarWitness a native quote here ""I want an enemy who doesn't forget the Revenge"" Yup if their enemy is like what is quotes. ",1
967,Nutz,nahttuu,750046603591884800,7/4/2016 7:20:20 PM,Seriously what does ISIS want? 😓,0
968,Master Blaster,re_ve_ng_er_,750002562942795776,7/4/2016 4:25:20 PM,RT @NaIna0806: Pro Islamic State hackers knwn as UCC has posted a new kill list targeting Christian Jewish houses of worship #ISIS https://…,0
969,War BreakingNews,warrnews,7328,3/9/2016 19:26,RT @Hamas_Mujahid_: Funreal for the martyred Mujahid who was killed today near #Gaza #Israeli border after he shot a #Mossad agent. https:… ,1
970,Donella Lozano,Cameliailc,752574230412288000,7/11/2016 6:44:13 PM,"RT @bmangh: Isis wouldn't exist if we didn't invade Iraq, says man who advised US in Iraq http://www.independent.co.uk/news/world/middle-east/iraq-war-invasion-caused-isis-islamic-state-daesh-saysus-military-adviser-david-kilcullen-a6912236.html #CPAC",0
971,Washington Examiner,dcexaminer,752485107206877184,7/11/2016 12:50:04 PM,JUST IN: Hundreds more U.S. troops going to Iraq to help retake Mosul from ISIS http://www.washingtonexaminer.com/carter-560-more-u.s.-troops-to-iraq/article/2596111#.V4OVepKpjL0.twitter pic.twitter.com/TuXmWKhq5n,0
972,QkTip,QkTipcom,752574066574430212,7/11/2016 6:43:34 PM,The last few days have seen both the vulnerability and the resilience of ISIS as it struggles to hold on to.  http://fb.me/85URLSMMG,0
973,Elaine,goddesslaney,749981843974393856,7/4/2016 3:03:00 PM,"#ISIS  Doesn't take courage to murder and kill yourself. Real courage is living a life of integrity, with all it 's struggles. ISIS = COWARDS",0
974,SHEYTAN TASLAYICI,omgul2015,752571511962238977,7/11/2016 6:33:25 PM,"RT @Dannymakkisyria: 87,000 British bullets stolen from camp in Jordan are in the hands of ISIS, why does that not surprise me #Syria   htt…",0
975,CLo™,ChrisLoGrasso,750060112589586434,7/4/2016 8:14:00 PM,"Were the best fucking country out there. Fuck the rest, were the fucking best. Eat shit ISIS. 🇺🇸🇺🇸🇺🇸🎉🎉🎉",0
976,Hamza Al-Faransi,_HamzaAF,750063229859135492,7/4/2016 8:26:24 PM,RT @HishamIbnMuadh: Il est interdit d'aller combattre avec DAESH ou autres chiens de l'enfer !  pic.twitter.com/QSkdafDsxa,0
977,theyjoinedISIS,theyjoinedISIS,752576409407660032,7/11/2016 6:52:52 PM,Your dad won't visit you in the ICU because he joined ISIS.,0
978,Yemen Chronicle,werriye,752545576760274948,7/11/2016 4:50:21 PM,Military campeign to capture #Mosul top agenda.,0
979,AQEEL,AQEEL786,750056224708698112,7/4/2016 7:58:33 PM,"Retweeted Murtaza Ali Shah (@MurtazaGeoNews):  Extremist groups like #ISIS #daesh must b crushed, they have no.  http://fb.me/7SFpWfpQM",0
980,andybest,andybes50484929,749985167859523590,7/4/2016 3:16:12 PM,"Biafra 's r ready to claim their land back from the  Islamic state called Nigeria,#un #british #support #biafraexit https://amp.twimg.com/v/fe064ccf-43af-4289-b897-8c2b7d43f317",0
981,Amarnath Amarasingam,AmarAmarasingam,752656157949489152,7/12/2016 12:09:46 AM,"RT @intelwire: New post from me on World Gone Wrong, ISIS gets into the  "" After-School Special ""  business http://www.worldgonewrong.net/2016/07/the-isis-after-school-special.html",0
982,u-ko,u_ko1974,750007996281827328,7/4/2016 4:46:55 PM,RT @irukatodouro: ISIS 、 「日本人を虐殺する」 http://japanese.irib.ir/news/latest-news/item/60004　去年の11月のニュース 。 なぜテレビは報道しない？｢すべての日本人を殺害し 、 彼らの財産を消失｣理由として日本はアメリカ率いる国際連合を支持しているから｣ISISはさ…,0
983,Italians For Trump,Italians4Trump,749992005078552576,7/4/2016 3:43:22 PM,"No, Obama, Bangladesh Islamic State Terrorists Were not Poor http://www.breitbart.com/jihad/2016/07/04/bangladesh-no-obama-islamic-state-terrorists-not-poor/",0
984,floflo,florian__drs,752465340811055104,7/11/2016 11:31:32 AM,RT @epicsefy: Jsuis mort même IbraTV il arrive a s'incruster sur le stade Daesh vous êtes des gros nazes pic.twitter.com/m5XoiBkBWa,0
985,HoyNovedades,ElNovedadesCom,752599601497059328,7/11/2016 8:25:02 PM,"560 SOLDADOS  SERÁN ENVIADOS A IRAK PARA RECUPERAR MOSUL, ver más en: http://elnovedades.com/2016/07/560-soldados-seran-enviados-a-irak-para-recuperar-mosul/",0
986,Rami,RamiAlLolah,11871,4/9/2016 23:31,#BreakingNews #ISIS reportedly stormed VSO-mercenaries stronghold the town of Mare in northern Aleppo countryside.. #Syria ,1
987,Le Roi Borgne,leroiborgne,752567132026769408,7/11/2016 6:16:00 PM,"#Daesh la France c'est aussi ça: on critique on gueule, mais musulman catho ou bouddhiste on partage un meme idéal pic.twitter.com/uVqRtmtAjQ",0
988,अखंड हिंदुस्थान,sparsh9999,752589653199425537,7/11/2016 7:45:30 PM,RT @KanchanGupta: More on Kerala - Islamic State story. Worrisome details are emerging every day. https://twitter.com/timesofindia/status/752518088378109952,0
989,Azri Izani,izaniazri30,750092985233055744,7/4/2016 10:24:38 PM,RT @HabibaDaSilva: May God grant those who passed away in Madina today the highest rank of Jannah. This should be the biggest proof that 'I…,0
990,Conflict Reporter,WarReporter1,7085,3/7/2016 14:10,ISIS supporters post DM conversation of a Nusra fighter trying to groom women into emmigrating to lawless Idlib: https://twitter.com/account/suspended ,1
991,ゆずんこ,zu_nko_,752504348710612992,7/11/2016 2:06:32 PM,RT @nanachin1974: ◆日本がテロ対策に向けた特別予算 http://parstoday.com/ja/news/japan-i12289 (2016年07月11日18時57分)日本政府が 、 テロ組織ISISへの対策に向けた予算を増加します 。,0
992,Maghrebi,MaghrebiWM,11669,4/8/2016 16:36,"@AlainAlou1 We love them, you worship them. ",1
993,Idris abiodun,harbexmata,750070707447619584,7/4/2016 8:56:06 PM,ISIS Shouldn't  be compared Near Islam they aren't muslim at all #Terrorismasnoreligion #PrayForMadinah #medina,0
994,Mohd Sohail,MohdSohail92,750051160745189377,7/4/2016 7:38:26 PM,RT @RanaAyyub: So if you blame ISIS for the blast at #Medina what does that make of ISIS ? Islamic ? Really ? This is a frontal  attack on…,0
995,Sara.,IISXVRA,752441971147505664,7/11/2016 9:58:40 AM,"RT @AliTheAnsari: Muslim man hugs ISIS suicide bomber before he explodes, saving hundreds. They won't make a fuss about this though. https:…",0
996,A Dunon,4rj1n,752462771414073344,7/11/2016 11:21:19 AM,RT @anfenglish: ISIS confessor: Erdoğan supports us because he is against Kurds – PART I http://www.anfenglish.com/special/isis-confessor-erdogan-supports-us-because-he-is-against-kurds-part-i pic.twitter.com/CrcXjtVF8F,0
997,#cica,PiLu975,749890526103662592,7/4/2016 9:00:08 AM,RT @anubidal: Oltre 200 civili musulmani e anche bimbi uccisi a #Baghdad dal #ISIS che invece non c'entra a #Dacca ma chissene no? https://…,0
998,Farrukh Tahir,ftq009,752521565816889344,7/11/2016 3:14:57 PM,RT @ShahnurBegum: DR ZAKIR NAIK'S VIEW ON 'ISIS ' KILLING INNOCENT HUMAN BEINGS https://youtu.be/Gnh7WnbAZOs  via @YouTube #SupportZakirNaik,0
999,كتكات كوكونة,Uncle_SamCoco,12501,4/14/2016 11:36,@Qonaqkend on parle d'un pilote sans précision ,1
